id	entrezid	symbol
96820	127401839	LOC127401839
96821	127401840	LOC127401840
96822	127401841	LOC127401841
96823	127401842	LOC127401842
96824	127401843	LOC127401843
96825	127401844	LOC127401844
96826	127401845	LOC127401845
96827	127401846	LOC127401846
96828	127401847	LOC127401847
96829	127401848	LOC127401848
96830	127401849	LOC127401849
96831	127401850	LOC127401850
96832	127401851	LOC127401851
96833	127401852	LOC127401852
96834	127401853	LOC127401853
96835	127401854	LOC127401854
96836	127401855	LOC127401855
96837	127401856	LOC127401856
96838	127401857	LOC127401857
96839	127401858	LOC127401858
96840	127401859	LOC127401859
96841	127401860	LOC127401860
96842	127401861	LOC127401861
96843	127401862	LOC127401862
96844	127401863	LOC127401863
96845	127401864	LOC127401864
96846	127401865	LOC127401865
96847	127401866	LOC127401866
96848	127401867	LOC127401867
96849	127401868	LOC127401868
96850	127401869	LOC127401869
96851	127401870	LOC127401870
96852	127401871	LOC127401871
96853	127401872	LOC127401872
96854	127401873	LOC127401873
96855	127401874	LOC127401874
96856	127401875	LOC127401875
96857	127401876	LOC127401876
96858	127401877	LOC127401877
96859	127401878	LOC127401878
96860	127401879	LOC127401879
96861	127401880	LOC127401880
96862	127401881	LOC127401881
96863	127401882	LOC127401882
96864	127401883	LOC127401883
96865	127401884	LOC127401884
96866	127401885	LOC127401885
96867	127401886	LOC127401886
96868	127401887	LOC127401887
96869	127401888	LOC127401888
96870	127401889	LOC127401889
96871	127401890	LOC127401890
96872	127401891	LOC127401891
96873	127401892	LOC127401892
96874	127401893	LOC127401893
96875	127401894	LOC127401894
96876	127401895	LOC127401895
96877	127401896	LOC127401896
96878	127401897	LOC127401897
96879	127401898	LOC127401898
96880	127401899	LOC127401899
96881	127401900	LOC127401900
96882	127401901	LOC127401901
96883	127401902	LOC127401902
96884	127401903	LOC127401903
96885	127401904	LOC127401904
96886	127401905	LOC127401905
96887	127401906	LOC127401906
96888	127401907	LOC127401907
96889	127401908	LOC127401908
96890	127401909	LOC127401909
96891	127401910	LOC127401910
96892	127401911	LOC127401911
96893	127401912	LOC127401912
96894	127401913	LOC127401913
96895	127401914	LOC127401914
96896	127401915	LOC127401915
96897	127401916	LOC127401916
96898	127401917	LOC127401917
96899	127401918	LOC127401918
96900	127401919	LOC127401919
96901	127401920	LOC127401920
96902	127401921	LOC127401921
96903	127401922	LOC127401922
96904	127401923	LOC127401923
96905	127401924	LOC127401924
96906	127401925	LOC127401925
96907	127401926	LOC127401926
96908	127401927	LOC127401927
96909	127401928	LOC127401928
96910	127401929	LOC127401929
96911	127401930	LOC127401930
96912	127401931	LOC127401931
96913	127401932	LOC127401932
96914	127401933	LOC127401933
96915	127401934	LOC127401934
96916	127401935	LOC127401935
96917	127401936	LOC127401936
96918	127401937	LOC127401937
96919	127401938	LOC127401938
96920	127401939	LOC127401939
96921	127401940	LOC127401940
96922	127401941	LOC127401941
96923	127401942	LOC127401942
96924	127401943	LOC127401943
96925	127401944	LOC127401944
96926	127401945	LOC127401945
96927	127401946	LOC127401946
96928	127401947	LOC127401947
96929	127401948	LOC127401948
96930	127401949	LOC127401949
96931	127401950	LOC127401950
96932	127401951	LOC127401951
96933	127401952	LOC127401952
96934	127401953	LOC127401953
96935	127401954	LOC127401954
96936	127401955	LOC127401955
96937	127401956	LOC127401956
96938	127401957	LOC127401957
96939	127401958	LOC127401958
96940	127401959	LOC127401959
96941	127401960	LOC127401960
96942	127401961	LOC127401961
96943	127401962	LOC127401962
96944	127401963	LOC127401963
96945	127401964	LOC127401964
96946	127401965	LOC127401965
96947	127401966	LOC127401966
96948	127401967	LOC127401967
96949	127401968	LOC127401968
96950	127401969	LOC127401969
96951	127401970	LOC127401970
96952	127401971	LOC127401971
96953	127401972	LOC127401972
96954	127401973	LOC127401973
96955	127401974	LOC127401974
96956	127401975	LOC127401975
96957	127401976	LOC127401976
96958	127401977	LOC127401977
96959	127401978	LOC127401978
96960	127401979	LOC127401979
96961	127401980	LOC127401980
96962	127401981	LOC127401981
96963	127401982	LOC127401982
96964	127401983	LOC127401983
96965	127401984	LOC127401984
96966	127401985	LOC127401985
96967	127401986	LOC127401986
96968	127401987	LOC127401987
96969	127401988	LOC127401988
96970	127401989	LOC127401989
96971	127401990	LOC127401990
96972	127401991	LOC127401991
96973	127401992	LOC127401992
96974	127401993	LOC127401993
96975	127401994	LOC127401994
96976	127401995	LOC127401995
96977	127401996	LOC127401996
96978	127401997	LOC127401997
96979	127401998	LOC127401998
96980	127401999	LOC127401999
96981	127402000	LOC127402000
96982	127402001	LOC127402001
96983	127402002	LOC127402002
96984	127402003	LOC127402003
96985	127402004	LOC127402004
96986	127402005	LOC127402005
96987	127402006	LOC127402006
96988	127402007	LOC127402007
96989	127402008	LOC127402008
96990	127402009	LOC127402009
96991	127402010	LOC127402010
96992	127402011	LOC127402011
96993	127402012	LOC127402012
96994	127402013	LOC127402013
96995	127402014	LOC127402014
96996	127402015	LOC127402015
96997	127402016	LOC127402016
96998	127402017	LOC127402017
96999	127402018	LOC127402018
97000	127402019	LOC127402019
97001	127402020	LOC127402020
97002	127402021	LOC127402021
97003	127402022	LOC127402022
97004	127402023	LOC127402023
97005	127402024	LOC127402024
97006	127402025	LOC127402025
97007	127402026	LOC127402026
97008	127402027	LOC127402027
97009	127402028	LOC127402028
97010	127402029	LOC127402029
97011	127402030	LOC127402030
97012	127402031	LOC127402031
97013	127402032	LOC127402032
97014	127402033	LOC127402033
97015	127402034	LOC127402034
97016	127402035	LOC127402035
97017	127402036	LOC127402036
97018	127402037	LOC127402037
97019	127402038	LOC127402038
97020	127402039	LOC127402039
97021	127402040	LOC127402040
97022	127402041	LOC127402041
97023	127402042	LOC127402042
97024	127402043	LOC127402043
97025	127402044	LOC127402044
97026	127402045	LOC127402045
97027	127402046	LOC127402046
97028	127402047	LOC127402047
97029	127402048	LOC127402048
97030	127402049	LOC127402049
97031	127402050	LOC127402050
97032	127402051	LOC127402051
97033	127402052	LOC127402052
97034	127402053	LOC127402053
97035	127402054	LOC127402054
97036	127402055	LOC127402055
97037	127402056	LOC127402056
97038	127402057	LOC127402057
97039	127402058	LOC127402058
97040	127402059	LOC127402059
97041	127402060	LOC127402060
97042	127402061	LOC127402061
97043	127402062	LOC127402062
97044	127402063	LOC127402063
97045	127402064	LOC127402064
97046	127402065	LOC127402065
97047	127402066	LOC127402066
97048	127402067	LOC127402067
97049	127402068	LOC127402068
97050	127402069	LOC127402069
97051	127402070	LOC127402070
97052	127402071	LOC127402071
97053	127402072	LOC127402072
97054	127402073	LOC127402073
97055	127402074	LOC127402074
97056	127402075	LOC127402075
97057	127402076	LOC127402076
97058	127402077	LOC127402077
97059	127402078	LOC127402078
97060	127402079	LOC127402079
97061	127402080	LOC127402080
97062	127402081	LOC127402081
97063	127402082	LOC127402082
97064	127402083	LOC127402083
97065	127402084	LOC127402084
97066	127402085	LOC127402085
97067	127402086	LOC127402086
97068	127402087	LOC127402087
97069	127402088	LOC127402088
97070	127402089	LOC127402089
97071	127402090	LOC127402090
97072	127402091	LOC127402091
97073	127402092	LOC127402092
97074	127402093	LOC127402093
97075	127402094	LOC127402094
97076	127402095	LOC127402095
97077	127402096	LOC127402096
97078	127402097	LOC127402097
97079	127402098	LOC127402098
97080	127402099	LOC127402099
97081	127402100	LOC127402100
97082	127402101	LOC127402101
97083	127402102	LOC127402102
97084	127402103	LOC127402103
97085	127402104	LOC127402104
97086	127402105	LOC127402105
97087	127402106	LOC127402106
97088	127402107	LOC127402107
97089	127402108	LOC127402108
97090	127402109	LOC127402109
97091	127402110	LOC127402110
97092	127402111	LOC127402111
97093	127402112	LOC127402112
97094	127402113	LOC127402113
97095	127402114	LOC127402114
97096	127402115	LOC127402115
97097	127402116	LOC127402116
97098	127402117	LOC127402117
97099	127402118	LOC127402118
97100	127402119	LOC127402119
97101	127402120	LOC127402120
97102	127402121	LOC127402121
97103	127402122	LOC127402122
97104	127402123	LOC127402123
97105	127402124	LOC127402124
97106	127402125	LOC127402125
97107	127402126	LOC127402126
97108	127402127	LOC127402127
97109	127402128	LOC127402128
97110	127402129	LOC127402129
97111	127402130	LOC127402130
97112	127402131	LOC127402131
97113	127402132	LOC127402132
97114	127402133	LOC127402133
97115	127402134	LOC127402134
97116	127402135	LOC127402135
97117	127402136	LOC127402136
97118	127402137	LOC127402137
97119	127402138	LOC127402138
97120	127402139	LOC127402139
97121	127402140	LOC127402140
97122	127402141	LOC127402141
97123	127402142	LOC127402142
97124	127402143	LOC127402143
97125	127402144	LOC127402144
97126	127402145	LOC127402145
97127	127402146	LOC127402146
97128	127402147	LOC127402147
97129	127402148	LOC127402148
97130	127402149	LOC127402149
97131	127402150	LOC127402150
97132	127402151	LOC127402151
97133	127402152	LOC127402152
97134	127402153	LOC127402153
97135	127402154	LOC127402154
97136	127402155	LOC127402155
97137	127402156	LOC127402156
97138	127402157	LOC127402157
97139	127402158	LOC127402158
97140	127402159	LOC127402159
97141	127402160	LOC127402160
97142	127402161	LOC127402161
97143	127402162	LOC127402162
97144	127402163	LOC127402163
97145	127402164	LOC127402164
97146	127402165	LOC127402165
97147	127402166	LOC127402166
97148	127402167	LOC127402167
97149	127402168	LOC127402168
97150	127402169	LOC127402169
97151	127402170	LOC127402170
97152	127402171	LOC127402171
97153	127402172	LOC127402172
97154	127402173	LOC127402173
97155	127402174	LOC127402174
97156	127402175	LOC127402175
97157	127402176	LOC127402176
97158	127402177	LOC127402177
97159	127402178	LOC127402178
97160	127402179	LOC127402179
97161	127402180	LOC127402180
97162	127402181	LOC127402181
97163	127402182	LOC127402182
97164	127402183	LOC127402183
97165	127402184	LOC127402184
97166	127402185	LOC127402185
97167	127402186	LOC127402186
97168	127402187	LOC127402187
97169	127402188	LOC127402188
97170	127402189	LOC127402189
97171	127402190	LOC127402190
97172	127402191	LOC127402191
97173	127402192	LOC127402192
97174	127402193	LOC127402193
97175	127402194	LOC127402194
97176	127402195	LOC127402195
97177	127402196	LOC127402196
97178	127402197	LOC127402197
97179	127402198	LOC127402198
97180	127402199	LOC127402199
97181	127402200	LOC127402200
97182	127402201	LOC127402201
97183	127402202	LOC127402202
97184	127402203	LOC127402203
97185	127402204	LOC127402204
97186	127402205	LOC127402205
97187	127402206	LOC127402206
97188	127402207	LOC127402207
97189	127402208	LOC127402208
97190	127402209	LOC127402209
97191	127402210	LOC127402210
97192	127402211	LOC127402211
97193	127402212	LOC127402212
97194	127402213	LOC127402213
97195	127402214	LOC127402214
97196	127402215	LOC127402215
97197	127402216	LOC127402216
97198	127402217	LOC127402217
97199	127402218	LOC127402218
97200	127402219	LOC127402219
97201	127402220	LOC127402220
97202	127402221	LOC127402221
97203	127402222	LOC127402222
97204	127402223	LOC127402223
97205	127402224	LOC127402224
97206	127402225	LOC127402225
97207	127402226	LOC127402226
97208	127402227	LOC127402227
97209	127402228	LOC127402228
97210	127402229	LOC127402229
97211	127402230	LOC127402230
97212	127402231	LOC127402231
97213	127402232	LOC127402232
97214	127402233	LOC127402233
97215	127402234	LOC127402234
97216	127402235	LOC127402235
97217	127402236	LOC127402236
97218	127402237	LOC127402237
97219	127402238	LOC127402238
97220	127402239	LOC127402239
97221	127402240	LOC127402240
97222	127402241	LOC127402241
97223	127402242	LOC127402242
97224	127402243	LOC127402243
97225	127402244	LOC127402244
97226	127402245	LOC127402245
97227	127402246	LOC127402246
97228	127402247	LOC127402247
97229	127402248	LOC127402248
97230	127402249	LOC127402249
97231	127402250	LOC127402250
97232	127402251	LOC127402251
97233	127402252	LOC127402252
97234	127402253	LOC127402253
97235	127402254	LOC127402254
97236	127402255	LOC127402255
97237	127402256	LOC127402256
97238	127402257	LOC127402257
97239	127402258	LOC127402258
97240	127402259	LOC127402259
97241	127402260	LOC127402260
97242	127402261	LOC127402261
97243	127402262	LOC127402262
97244	127402263	LOC127402263
97245	127402264	LOC127402264
97246	127402265	LOC127402265
97247	127402266	LOC127402266
97248	127402267	LOC127402267
97249	127402268	LOC127402268
97250	127402269	LOC127402269
97251	127402270	LOC127402270
97252	127402271	LOC127402271
97253	127402272	LOC127402272
97254	127402273	LOC127402273
97255	127402274	LOC127402274
97256	127402275	LOC127402275
97257	127402276	LOC127402276
97258	127402277	LOC127402277
97259	127402278	LOC127402278
97260	127402279	LOC127402279
97261	127402280	LOC127402280
97262	127402281	LOC127402281
97263	127402282	LOC127402282
97264	127402283	LOC127402283
97265	127402284	LOC127402284
97266	127402285	LOC127402285
97267	127402286	LOC127402286
97268	127402287	LOC127402287
97269	127402288	LOC127402288
97270	127402289	LOC127402289
97271	127402290	LOC127402290
97272	127402291	LOC127402291
97273	127402292	LOC127402292
97274	127402293	LOC127402293
97275	127402294	LOC127402294
97276	127402295	LOC127402295
97277	127402296	LOC127402296
97278	127402297	LOC127402297
97279	127402298	LOC127402298
97280	127402299	LOC127402299
97281	127402300	LOC127402300
97282	127402301	LOC127402301
97283	127402302	LOC127402302
97284	127402303	LOC127402303
97285	127402304	LOC127402304
97286	127402305	LOC127402305
97287	127402306	LOC127402306
97288	127402307	LOC127402307
97289	127402308	LOC127402308
97290	127402309	LOC127402309
97291	127402310	LOC127402310
97292	127402311	LOC127402311
97293	127402312	LOC127402312
97294	127402313	LOC127402313
97295	127402314	LOC127402314
97296	127402315	LOC127402315
97297	127402316	LOC127402316
97298	127402317	LOC127402317
97299	127402318	LOC127402318
97300	127402319	LOC127402319
97301	127402320	LOC127402320
97302	127402321	LOC127402321
97303	127402322	LOC127402322
97304	127402323	LOC127402323
97305	127402324	LOC127402324
97306	127402325	LOC127402325
97307	127402326	LOC127402326
97308	127402327	LOC127402327
97309	127402328	LOC127402328
97310	127402329	LOC127402329
97311	127402330	LOC127402330
97312	127402331	LOC127402331
97313	127402332	LOC127402332
97314	127402333	LOC127402333
97315	127402334	LOC127402334
97316	127402335	LOC127402335
97317	127402336	LOC127402336
97318	127402337	LOC127402337
97319	127402338	LOC127402338
97320	127402339	LOC127402339
97321	127402340	LOC127402340
97322	127402341	LOC127402341
97323	127402342	LOC127402342
97324	127402343	LOC127402343
97325	127402344	LOC127402344
97326	127402345	LOC127402345
97327	127402346	LOC127402346
97328	127402347	LOC127402347
97329	127402348	LOC127402348
97330	127402349	LOC127402349
97331	127402350	LOC127402350
97332	127402351	LOC127402351
97333	127402352	LOC127402352
97334	127402353	LOC127402353
97335	127402354	LOC127402354
97336	127402355	LOC127402355
97337	127402356	LOC127402356
97338	127402357	LOC127402357
97339	127402358	LOC127402358
97340	127402359	LOC127402359
97341	127402360	LOC127402360
97342	127402361	LOC127402361
97343	127402362	LOC127402362
97344	127402363	LOC127402363
97345	127402364	LOC127402364
97346	127402365	LOC127402365
97347	127402366	LOC127402366
97348	127402367	LOC127402367
97349	127402368	LOC127402368
97350	127402369	LOC127402369
97351	127402370	LOC127402370
97352	127402371	LOC127402371
97353	127402372	LOC127402372
97354	127402373	LOC127402373
97355	127402374	LOC127402374
97356	127402375	LOC127402375
97357	127402376	LOC127402376
97358	127402377	LOC127402377
97359	127402378	LOC127402378
97360	127402379	LOC127402379
97361	127402380	LOC127402380
97362	127402381	LOC127402381
97363	127402382	LOC127402382
97364	127402383	LOC127402383
97365	127402384	LOC127402384
97366	127402385	LOC127402385
97367	127402386	LOC127402386
97368	127402387	LOC127402387
97369	127402388	LOC127402388
97370	127402389	LOC127402389
97371	127402390	LOC127402390
97372	127402391	LOC127402391
97373	127402392	LOC127402392
97374	127402393	LOC127402393
97375	127402394	LOC127402394
97376	127402395	LOC127402395
97377	127402396	LOC127402396
97378	127402397	LOC127402397
97379	127402398	LOC127402398
97380	127402399	LOC127402399
97381	127402400	LOC127402400
97382	127402401	LOC127402401
97383	127402402	LOC127402402
97384	127402403	LOC127402403
97385	127402404	LOC127402404
97386	127402405	LOC127402405
97387	127402406	LOC127402406
97388	127402407	LOC127402407
97389	127402408	LOC127402408
97390	127402409	LOC127402409
97391	127402410	LOC127402410
97392	127402411	LOC127402411
97393	127402412	LOC127402412
97394	127402413	LOC127402413
97395	127402414	LOC127402414
97396	127402415	LOC127402415
97397	127402416	LOC127402416
97398	127402417	LOC127402417
97399	127402418	LOC127402418
97400	127402419	LOC127402419
97401	127402420	LOC127402420
97402	127402421	LOC127402421
97403	127402422	LOC127402422
97404	127402423	LOC127402423
97405	127402424	LOC127402424
97406	127402425	LOC127402425
97407	127402426	LOC127402426
97408	127402427	LOC127402427
97409	127402428	LOC127402428
97410	127402429	LOC127402429
97411	127402430	LOC127402430
97412	127402431	LOC127402431
97413	127402432	LOC127402432
97414	127402433	LOC127402433
97415	127402434	LOC127402434
97416	127402435	LOC127402435
97417	127402436	LOC127402436
97418	127402437	LOC127402437
97419	127402438	LOC127402438
97420	127402439	LOC127402439
97421	127402440	LOC127402440
97422	127402441	LOC127402441
97423	127402442	LOC127402442
97424	127402443	LOC127402443
97425	127402444	LOC127402444
97426	127402445	LOC127402445
97427	127402446	LOC127402446
97428	127402447	LOC127402447
97429	127402448	LOC127402448
97430	127402449	LOC127402449
97431	127402450	LOC127402450
97432	127402451	LOC127402451
97433	127402452	LOC127402452
97434	127402453	LOC127402453
97435	127402454	LOC127402454
97436	127402455	LOC127402455
97437	127402456	LOC127402456
97438	127402457	LOC127402457
97439	127402458	LOC127402458
97440	127402459	LOC127402459
97441	127402460	LOC127402460
97442	127402461	LOC127402461
97443	127402462	LOC127402462
97444	127402463	LOC127402463
97445	127402464	LOC127402464
97446	127402465	LOC127402465
97447	127402466	LOC127402466
97448	127402467	LOC127402467
97449	127402468	LOC127402468
97450	127402469	LOC127402469
97451	127402470	LOC127402470
97452	127402471	LOC127402471
97453	127402472	LOC127402472
97454	127402473	LOC127402473
97455	127402474	LOC127402474
97456	127402475	LOC127402475
97457	127402476	LOC127402476
97458	127402477	LOC127402477
97459	127402478	LOC127402478
97460	127402479	LOC127402479
97461	127402480	LOC127402480
97462	127402481	LOC127402481
97463	127402482	LOC127402482
97464	127402483	LOC127402483
97465	127402484	LOC127402484
97466	127402485	LOC127402485
97467	127402486	LOC127402486
97468	127402487	LOC127402487
97469	127402488	LOC127402488
97470	127402489	LOC127402489
97471	127402490	LOC127402490
97472	127402491	LOC127402491
97473	127402492	LOC127402492
97474	127402493	LOC127402493
97475	127402494	LOC127402494
97476	127402495	LOC127402495
97477	127402496	LOC127402496
97478	127402497	LOC127402497
97479	127402498	LOC127402498
97480	127402499	LOC127402499
97481	127402500	LOC127402500
97482	127402501	LOC127402501
97483	127402502	LOC127402502
97484	127402503	LOC127402503
97485	127402504	LOC127402504
97486	127402505	LOC127402505
97487	127402506	LOC127402506
97488	127402507	LOC127402507
97489	127402508	LOC127402508
97490	127402509	LOC127402509
97491	127402510	LOC127402510
97492	127402511	LOC127402511
97493	127402512	LOC127402512
97494	127402513	LOC127402513
97495	127402514	LOC127402514
97496	127402515	LOC127402515
97497	127402516	LOC127402516
97498	127402517	LOC127402517
97499	127402518	LOC127402518
97500	127402519	LOC127402519
97501	127402520	LOC127402520
97502	127402521	LOC127402521
97503	127402522	LOC127402522
97504	127402523	LOC127402523
97505	127402524	LOC127402524
97506	127402525	LOC127402525
97507	127402526	LOC127402526
97508	127402527	LOC127402527
97509	127402528	LOC127402528
97510	127402529	LOC127402529
97511	127402530	LOC127402530
97512	127402531	LOC127402531
97513	127402532	LOC127402532
97514	127402533	LOC127402533
97515	127402534	LOC127402534
97516	127402535	LOC127402535
97517	127402536	LOC127402536
97518	127402537	LOC127402537
97519	127402538	LOC127402538
97520	127402539	LOC127402539
97521	127402540	LOC127402540
97522	127402541	LOC127402541
97523	127402542	LOC127402542
97524	127402543	LOC127402543
97525	127402544	LOC127402544
97526	127402545	LOC127402545
97527	127402546	LOC127402546
97528	127402547	LOC127402547
97529	127402548	LOC127402548
97530	127402549	LOC127402549
97531	127402550	LOC127402550
97532	127402551	LOC127402551
97533	127402552	LOC127402552
97534	127402553	LOC127402553
97535	127402554	LOC127402554
97536	127402555	LOC127402555
97537	127402556	LOC127402556
97538	127402557	LOC127402557
97539	127402558	LOC127402558
97540	127402559	LOC127402559
97541	127402560	LOC127402560
97542	127402561	LOC127402561
97543	127402562	LOC127402562
97544	127402563	LOC127402563
97545	127402564	LOC127402564
97546	127402565	LOC127402565
97547	127402566	LOC127402566
97548	127402567	LOC127402567
97549	127402568	LOC127402568
97550	127402569	LOC127402569
97551	127402570	LOC127402570
97552	127402571	LOC127402571
97553	127402572	LOC127402572
97554	127402573	LOC127402573
97555	127402574	LOC127402574
97556	127402575	LOC127402575
97557	127402576	LOC127402576
97558	127402577	LOC127402577
97559	127402578	LOC127402578
97560	127402579	LOC127402579
97561	127402580	LOC127402580
97562	127402581	LOC127402581
97563	127402582	LOC127402582
97564	127402583	LOC127402583
97565	127402584	LOC127402584
97566	127402585	LOC127402585
97567	127402586	LOC127402586
97568	127402587	LOC127402587
97569	127402588	LOC127402588
97570	127402589	LOC127402589
97571	127402590	LOC127402590
97572	127402591	LOC127402591
97573	127402592	LOC127402592
97574	127402593	LOC127402593
97575	127402594	LOC127402594
97576	127402595	LOC127402595
97577	127402596	LOC127402596
97578	127402597	LOC127402597
97579	127402598	LOC127402598
97580	127402599	LOC127402599
97581	127402600	LOC127402600
97582	127402601	LOC127402601
97583	127402602	LOC127402602
97584	127402603	LOC127402603
97585	127402604	LOC127402604
97586	127402605	LOC127402605
97587	127402606	LOC127402606
97588	127402607	LOC127402607
97589	127402608	LOC127402608
97590	127402609	LOC127402609
97591	127402610	LOC127402610
97592	127402611	LOC127402611
97593	127402612	LOC127402612
97594	127402613	LOC127402613
97595	127402614	LOC127402614
97596	127402615	LOC127402615
97597	127402616	LOC127402616
97598	127402617	LOC127402617
97599	127402618	LOC127402618
97600	127402619	LOC127402619
97601	127402620	LOC127402620
97602	127402621	LOC127402621
97603	127402622	LOC127402622
97604	127402623	LOC127402623
97605	127402624	LOC127402624
97606	127402625	LOC127402625
97607	127402626	LOC127402626
97608	127402627	LOC127402627
97609	127402628	LOC127402628
97610	127402629	LOC127402629
97611	127402630	LOC127402630
97612	127402631	LOC127402631
97613	127402632	LOC127402632
97614	127402633	LOC127402633
97615	127402634	LOC127402634
97616	127402635	LOC127402635
97617	127402636	LOC127402636
97618	127402637	LOC127402637
97619	127402638	LOC127402638
97620	127402639	LOC127402639
97621	127402640	LOC127402640
97622	127402641	LOC127402641
97623	127402642	LOC127402642
97624	127402643	LOC127402643
97625	127402644	LOC127402644
97626	127402645	LOC127402645
97627	127402646	LOC127402646
97628	127402647	LOC127402647
97629	127402648	LOC127402648
97630	127402649	LOC127402649
97631	127402650	LOC127402650
97632	127402651	LOC127402651
97633	127402652	LOC127402652
97634	127402653	LOC127402653
97635	127402654	LOC127402654
97636	127402655	LOC127402655
97637	127402656	LOC127402656
97638	127402657	LOC127402657
97639	127402658	LOC127402658
97640	127402659	LOC127402659
97641	127402660	LOC127402660
97642	127402661	LOC127402661
97643	127402662	LOC127402662
97644	127402663	LOC127402663
97645	127402664	LOC127402664
97646	127402665	LOC127402665
97647	127402666	LOC127402666
97648	127402667	LOC127402667
97649	127402668	LOC127402668
97650	127402669	LOC127402669
97651	127402670	LOC127402670
97652	127402671	LOC127402671
97653	127402672	LOC127402672
97654	127402673	LOC127402673
97655	127402674	LOC127402674
97656	127402675	LOC127402675
97657	127402676	LOC127402676
97658	127402677	LOC127402677
97659	127402678	LOC127402678
97660	127402679	LOC127402679
97661	127402680	LOC127402680
97662	127402681	LOC127402681
97663	127402682	LOC127402682
97664	127402683	LOC127402683
97665	127402684	LOC127402684
97666	127402685	LOC127402685
97667	127402686	LOC127402686
97668	127402687	LOC127402687
97669	127402688	LOC127402688
97670	127402689	LOC127402689
97671	127402690	LOC127402690
97672	127402691	LOC127402691
97673	127402692	LOC127402692
97674	127402693	LOC127402693
97675	127402694	LOC127402694
97676	127402695	LOC127402695
97677	127402696	LOC127402696
97678	127402697	LOC127402697
97679	127402698	LOC127402698
97680	127402699	LOC127402699
97681	127402700	LOC127402700
97682	127402701	LOC127402701
97683	127402702	LOC127402702
97684	127402703	LOC127402703
97685	127402704	LOC127402704
97686	127402705	LOC127402705
97687	127402706	LOC127402706
97688	127402707	LOC127402707
97689	127402708	LOC127402708
97690	127402709	LOC127402709
97691	127402710	LOC127402710
97692	127402711	LOC127402711
97693	127402712	LOC127402712
97694	127402713	LOC127402713
97695	127402714	LOC127402714
97696	127402715	LOC127402715
97697	127402716	LOC127402716
97698	127402717	LOC127402717
97699	127402718	LOC127402718
97700	127402719	LOC127402719
97701	127402720	LOC127402720
97702	127402721	LOC127402721
97703	127402722	LOC127402722
97704	127402723	LOC127402723
97705	127402724	LOC127402724
97706	127402725	LOC127402725
97707	127402726	LOC127402726
97708	127402727	LOC127402727
97709	127402728	LOC127402728
97710	127402729	LOC127402729
97711	127402730	LOC127402730
97712	127402731	LOC127402731
97713	127402732	LOC127402732
97714	127402733	LOC127402733
97715	127402734	LOC127402734
97716	127402735	LOC127402735
97717	127402736	LOC127402736
97718	127402737	LOC127402737
97719	127402738	LOC127402738
97720	127402739	LOC127402739
97721	127402740	LOC127402740
97722	127402741	LOC127402741
97723	127402742	LOC127402742
97724	127402743	LOC127402743
97725	127402744	LOC127402744
97726	127402745	LOC127402745
97727	127402746	LOC127402746
97728	127402747	LOC127402747
97729	127402748	LOC127402748
97730	127402749	LOC127402749
97731	127402750	LOC127402750
97732	127402751	LOC127402751
97733	127402752	LOC127402752
97734	127402753	LOC127402753
97735	127402754	LOC127402754
97736	127402755	LOC127402755
97737	127402756	LOC127402756
97738	127402757	LOC127402757
97739	127402758	LOC127402758
97740	127402759	LOC127402759
97741	127402760	LOC127402760
97742	127402761	LOC127402761
97743	127402762	LOC127402762
97744	127402763	LOC127402763
97745	127402764	LOC127402764
97746	127402765	LOC127402765
97747	127402766	LOC127402766
97748	127402767	LOC127402767
97749	127402768	LOC127402768
97750	127402769	LOC127402769
97751	127402770	LOC127402770
97752	127402771	LOC127402771
97753	127402772	LOC127402772
97754	127402773	LOC127402773
97755	127402774	LOC127402774
97756	127402775	LOC127402775
97757	127402776	LOC127402776
97758	127402777	LOC127402777
97759	127402778	LOC127402778
97760	127402779	LOC127402779
97761	127402780	LOC127402780
97762	127402781	LOC127402781
97763	127402782	LOC127402782
97764	127402783	LOC127402783
97765	127402784	LOC127402784
97766	127402785	LOC127402785
97767	127402786	LOC127402786
97768	127402787	LOC127402787
97769	127402788	LOC127402788
97770	127402789	LOC127402789
97771	127402790	LOC127402790
97772	127402791	LOC127402791
97773	127402792	LOC127402792
97774	127402793	LOC127402793
97775	127402794	LOC127402794
97776	127402795	LOC127402795
97777	127402796	LOC127402796
97778	127402797	LOC127402797
97779	127402798	LOC127402798
97780	127402799	LOC127402799
97781	127402800	LOC127402800
97782	127402801	LOC127402801
97783	127402802	LOC127402802
97784	127402803	LOC127402803
97785	127402804	LOC127402804
97786	127402805	LOC127402805
97787	127402806	LOC127402806
97788	127402807	LOC127402807
97789	127402808	LOC127402808
97790	127402809	LOC127402809
97791	127402810	LOC127402810
97792	127402811	LOC127402811
97793	127402812	LOC127402812
97794	127402813	LOC127402813
97795	127402814	LOC127402814
97796	127402815	LOC127402815
97797	127402816	LOC127402816
97798	127402817	LOC127402817
97799	127402818	LOC127402818
97800	127402819	LOC127402819
97801	127402820	LOC127402820
97802	127402821	LOC127402821
97803	127402822	LOC127402822
97804	127402823	LOC127402823
97805	127402824	LOC127402824
97806	127402825	LOC127402825
97807	127402826	LOC127402826
97808	127402827	LOC127402827
97809	127402828	LOC127402828
97810	127402829	LOC127402829
97811	127402830	LOC127402830
97812	127402831	LOC127402831
97813	127402832	LOC127402832
97814	127402833	LOC127402833
97815	127402834	LOC127402834
97816	127402835	LOC127402835
97817	127402836	LOC127402836
97818	127402837	LOC127402837
