entrezid,degree
7422,32
7465,110
7507,48
7994,38
8031,18
8099,60
8115,27
8349,111
8435,3
8479,37
8498,49
8554,125
8570,69
8600,35
8678,113
8682,24
8837,64
8874,43
8915,71
9097,61
9101,67
9112,159
9125,25
9181,56
9261,61
9406,63
9411,10
9459,34
9479,37
9545,15
9615,19
9623,5
9846,46
9869,133
9877,44
9882,44
9891,34
9902,14
10018,55
10188,98
10189,101
10206,21
10248,27
10395,41
10603,24
10658,21
10848,63
10983,9
11244,81
22794,29
22985,83
23035,18
23122,33
23216,15
23239,32
23241,8
23527,5
23530,32
23545,12
23589,27
23647,31
23676,17
25776,13
25830,6
25998,58
25999,11
26155,41
26284,20
26287,10
27004,2
27030,46
27246,34
28984,11
29086,85
29110,178
29953,3
50852,19
51058,3
51096,18
51177,17
51230,12
51548,23
51608,42
51631,102
54039,17
54904,40
55256,9
55300,10
55355,14
55704,38
55746,48
56256,4
56270,6
56413,4
56924,30
56950,33
57099,10
57402,14
57447,9
57521,71
57572,18
57580,9
57630,28
57664,8
57761,56
58504,3
63826,7
64410,22
65018,62
65266,23
79026,45
79109,38
79594,22
79753,57
79840,12
79960,22
80146,2
80153,28
81608,52
83605,17
83692,5
83714,13
83879,4
84254,92
84335,17
84364,7
84433,27
84958,6
84991,45
90780,14
93349,6
94240,13
116496,7
116986,13
117145,1
126353,21
133522,19
150684,54
153090,17
155465,14
157310,3
158931,3
171023,22
200576,8
253260,69
285613,4
642273,2
2627,13
6358,8
9179,32
9847,16
10105,33
10959,37
29127,75
64241,8
79689,3
80339,2
81609,15
210,20
3267,34
6835,29
8882,64
11321,60
23640,45
28988,48
51056,24
51400,41
58490,44
64175,49
84520,15
211,47
605,10
5328,25
7115,2
7116,1
7120,3
7728,10
9168,14
11165,42
23503,21
26073,22
54535,62
54552,18
54980,3
63898,51
64781,28
64927,22
84460,6
91694,35
113115,5
124460,8
142679,6
150483,15
163050,24
441518,8
212,4
5876,24
8803,24
54971,88
272,3
336,21
337,5
341,6
344,6
345,6
629,11
710,14
720,9
1120,2
1409,20
1410,61
1471,12
1514,33
1608,2
1675,7
1762,39
2107,41
2155,16
2217,6
2243,30
3263,6
3693,52
3697,5
3720,15
3853,39
3854,30
3861,49
3868,32
4635,6
4868,21
4995,1
5004,10
5142,7
5178,8
5197,1
5324,7
5444,4
5473,25
5544,1
5552,20
5644,19
5950,7
6018,11
6262,27
6331,27
6647,56
6683,7
6767,48
7018,44
7775,8
7804,31
8029,13
8318,36
8911,5
9402,42
9467,18
9635,2
9778,7
22887,18
23036,2
23064,21
23261,2
23315,1
23363,22
23418,9
23431,15
26165,1
26517,55
27040,42
27113,12
29951,3
51720,65
54433,48
54536,21
54677,2
55196,4
57165,1
57695,20
57722,1
58484,16
58506,10
60684,17
64866,10
79139,42
79183,2
79691,5
80012,17
80817,116
84174,12
91523,2
91807,2
151246,20
254879,1
255189,1
283160,1
284418,4
214,8
419,1
923,10
215,19
225,6
3710,31
4710,24
5824,46
5825,55
7879,128
8504,11
9218,149
11001,14
55967,54
112936,25
216,7
217,24
26471,9
1400,97
9094,96
11161,65
23410,87
23521,53
55855,1
79876,69
84966,34
404636,2
218,7
1292,16
6722,90
50626,17
2169,3
3074,25
3996,40
5394,72
11235,49
22803,61
25923,40
55148,27
83940,21
151648,47
220,2
221,13
85291,72
386680,110
222,1
2664,65
5226,43
7128,80
11332,26
56647,50
57019,16
64854,23
79931,26
9701,30
22870,48
22981,203
51259,239
55732,6
65062,31
79867,197
84790,152
229,30
230,18
529,53
587,8
1431,26
2027,28
2820,5
3441,1
5230,58
11226,5
23397,37
23534,39
54464,88
57617,38
92749,1
3096,50
3364,26
64902,2
200958,5
201163,16
2794,8
5606,45
6713,5
81567,63
231,19
3275,30
5081,11
6652,38
56242,3
64478,3
140458,22
401036,23
238,65
943,11
1063,36
2041,11
3651,21
3718,92
3875,118
4216,53
4225,16
4528,5
5330,13
5347,293
5787,35
5793,29
5795,74
5884,31
6421,164
6774,274
8621,27
9655,11
10451,27
23162,31
51530,24
53347,21
53358,24
54206,33
79677,35
121391,3
239,11
3691,46
3891,26
5320,27
10221,17
55280,5
241,3
4056,16
4222,26
7525,119
8379,56
79802,1
80254,99
93426,29
256646,23
285753,75
1192,49
242,5
7051,16
59344,3
244,6
145226,6
247,3
248,13
3663,51
249,6
251,4
2822,5
3846,106
8733,12
9113,93
10026,10
11124,103
26043,78
79058,21
80700,45
83755,110
973,23
1351,3
8503,105
262,5
265,2
550,44
915,19
1571,16
1576,10
2821,23
3156,16
3638,17
3703,17
3732,33
7321,245
7322,204
7323,204
7326,19
7327,47
8975,43
9656,183
9709,28
10456,62
10613,32
23190,17
25992,3
29089,22
51009,27
51141,40
51619,97
51669,15
55284,77
55288,11
55432,20
55829,18
57003,30
84447,51
84649,2
91319,5
201595,32
258010,12
337867,15
268,7
5125,21
153527,33
270,10
4620,15
271,12
23582,78
151987,30
1859,70
5533,13
6853,45
23336,21
159989,25
339231,5
1523,41
3655,25
3672,15
3675,23
4534,5
5906,77
5991,17
6249,29
8491,15
8723,26
8853,49
10137,22
10525,53
51411,5
54453,11
79842,23
275,1
276,6
4589,16
6648,53
8165,29
10270,49
166824,7
279,4
1021,147
2813,6
51499,5
280,2
537,20
944,2
284,7
285,10
7010,32
286,22
2038,11
6005,5
6508,5
84033,14
84224,9
287,22
4897,12
7978,10
10280,7
25822,18
51164,18
81565,80
153241,88
288,22
355,77
1272,19
3746,10
5339,85
6324,3
6326,5
6338,23
51361,22
57731,15
290,4
4071,8
291,37
1201,90
1203,34
2590,15
5116,42
23786,14
140801,77
220717,99
311,27
595,110
1159,5
4796,30
6124,169
6128,169
6138,128
6144,137
6234,118
6391,10
6392,2
8440,99
8451,253
26523,177
27020,9
27161,180
51021,29
65993,19
93144,25
140459,34
142686,20
373,149
2261,54
3735,74
4149,112
4714,28
4731,18
6844,69
8794,11
9169,27
11043,113
11200,124
26519,17
26520,21
29888,73
51076,20
51079,51
55718,34
80021,8
84445,187
140461,19
307,18
495,75
3856,73
4212,17
5313,15
5495,40
5584,116
7159,117
8106,41
10208,17
10342,112
10574,135
23192,25
27316,119
51026,142
51380,11
54822,22
54987,3
55201,29
55791,142
80304,29
151230,13
548593,49
644943,37
858,16
2185,152
2260,93
4267,13
4281,44
5327,30
6277,30
6281,44
10434,12
22826,27
51103,33
51365,3
55681,47
56302,7
255738,13
306,14
5068,6
6813,21
8773,66
10436,25
197131,46
4357,15
6609,11
9397,12
23569,11
1280,36
1300,6
1981,98
2222,21
3035,31
3460,11
5519,95
6827,10
9374,27
9698,28
1380,13
2805,15
3251,39
4507,26
5358,34
7328,84
54107,20
92342,42
333,57
758,5
1284,28
1287,27
1302,5
1760,24
1780,42
1855,75
2132,24
2162,18
2244,22
2634,32
3234,5
3431,11
4804,61
5592,63
5699,22
5928,168
6137,141
6717,30
7123,19
7694,7
7849,19
9362,12
10641,7
10681,38
11189,7
22993,7
23564,25
23646,19
26230,10
27037,28
27097,25
51150,31
51412,14
51763,26
54437,7
54973,20
57418,46
60492,29
66000,3
80227,39
80308,20
81794,7
84060,49
84467,13
84942,9
85365,18
85440,40
170959,7
347733,53
3122,21
3123,18
3125,14
3126,10
3127,13
3189,93
55165,87
312,4
2710,13
5933,90
25898,87
317,23
837,58
841,188
10017,12
10116,24
22861,18
51074,24
54205,49
318,3
319,2
320,22
774,16
3358,10
3768,18
6804,63
6812,38
8573,73
9378,28
9973,10
57576,7
79937,2
85445,6
321,13
9746,2
22883,22
63941,4
356,89
1730,9
4841,141
5621,94
6418,142
6446,102
8175,140
9879,23
10194,2
10291,139
10523,53
10992,109
11052,76
23450,149
23451,166
26986,187
26999,31
27336,43
51729,43
56252,32
57616,19
90324,5
128553,3
147179,17
323,8
570,23
1453,76
1586,17
1856,131
2034,111
2176,59
3223,12
3728,119
3872,37
3880,59
3909,8
3910,21
4538,1
4928,59
5525,34
5535,15
5604,107
5707,118
5783,34
6101,1
6352,35
6477,167
6737,81
6801,62
6872,74
7020,58
7175,80
8021,50
8312,95
8313,27
8577,8
8658,33
8661,106
8888,28
8945,199
9077,12
9126,116
9818,14
9972,100
10048,94
10466,17
10484,90
10541,57
10982,30
11097,15
22859,11
22869,23
22872,19
23020,141
23086,6
23291,138
23368,35
23384,23
23513,45
25831,26
25839,18
25957,9
25984,2
26058,49
27122,8
29074,17
29966,63
50649,6
53944,26
54187,41
54764,25
55777,3
55914,43
56204,9
56998,27
57536,6
57584,35
57701,14
58525,46
60485,64
64236,12
64397,13
83759,17
84289,47
84952,7
89795,5
89796,16
89797,12
115677,10
139285,7
158427,17
163786,66
205147,3
219287,1
222584,15
100101267,5
325,20
712,30
722,16
1401,25
2209,17
2213,20
2214,16
2215,2
2806,33
7038,11
2956,77
3702,49
4678,55
5431,81
6427,111
6428,115
6634,98
7443,74
8243,121
8290,157
8334,5
8348,13
9343,134
10422,35
10514,107
10527,62
11260,40
27148,21
83903,19
84181,13
327,36
833,32
5074,45
5496,68
6470,40
6897,58
6904,36
9559,81
9581,8
9798,23
22824,50
23210,59
54472,82
328,108
430,10
661,32
2237,53
3148,42
3191,104
3229,26
4172,121
4173,76
4595,21
4830,55
4999,54
6632,122
6943,9
7023,92
7296,35
8091,29
8125,53
8883,32
9060,11
9588,59
10111,83
10425,60
11100,123
11344,53
23520,4
27339,121
56001,11
60626,35
79084,95
329,113
330,78
332,43
958,60
959,15
2619,5
2935,45
4049,15
4055,19
4828,3
7124,68
7251,134
7286,11
7320,71
7332,115
8239,110
8740,9
8742,9
9448,37
9666,49
10010,72
10238,50
10642,69
11047,55
22954,63
23352,44
23586,62
23624,34
25793,37
27338,50
51027,5
51255,21
51330,11
51362,22
51465,36
53840,9
54101,14
54739,11
55840,14
56915,64
79571,44
80335,49
81926,12
152926,3
3659,44
5414,18
8720,14
8877,17
10454,107
10616,69
51375,15
839,47
843,49
1163,43
2071,46
2137,8
3183,165
3635,64
5198,56
5654,20
5881,30
5985,55
6272,107
6611,39
6734,30
6741,79
7319,76
7324,118
7325,76
7336,58
7347,57
8078,65
8615,58
9500,108
9693,39
9859,126
10392,39
10746,34
11196,30
22980,16
23085,56
29950,39
51435,4
55179,3
55437,7
57448,32
81603,52
90378,21
118424,13
134492,67
140735,33
196403,28
203100,1
2150,16
3619,17
6795,21
7392,31
7813,10
9212,190
10899,8
55143,28
283431,10
1600,77
2740,48
2948,15
3117,12
4666,50
4860,37
5067,2
6303,81
6811,42
7572,65
8894,44
9001,74
9968,82
10200,40
10307,9
10418,3
10813,89
53942,2
54544,21
55274,21
56144,16
57562,94
152330,8
3105,56
9191,35
714,8
949,16
1071,7
1356,14
1791,10
3078,4
3250,5
3929,20
5110,65
5136,5
5860,14
6289,5
8315,52
8542,2
8694,7
9667,64
9804,45
10924,3
11061,3
23460,1
26049,2
29946,9
55034,5
55700,22
64221,8
64759,21
79003,33
79925,2
84203,3
84867,14
116173,49
128240,6
128876,2
154664,3
339390,22
643314,2
10488,134
117144,36
9572,11
633,20
799,12
3949,25
3990,4
4040,45
4547,2
5080,52
5696,43
9601,59
55170,94
55176,7
55738,36
170302,10
440145,28
339,6
10930,1
29974,10
4023,26
6659,10
346,1
3953,29
8428,212
23097,57
81488,22
100820829,22
1270,16
4741,27
6653,16
7436,10
9922,13
22874,3
22905,13
53822,7
56172,3
58526,8
84171,15
90580,10
148156,2
2159,24
2161,19
4018,12
5930,55
353,23
372,37
374,13
379,23
397,21
420,2
432,17
444,13
445,47
468,84
501,26
597,17
622,3
627,20
638,15
642,43
662,15
689,44
740,29
782,9
865,30
883,6
896,52
900,28
948,25
965,5
972,22
991,102
993,65
1018,48
1030,20
1032,15
1082,4
1119,8
1153,58
1198,67
1238,16
1278,34
1285,20
1288,12
1316,20
1327,15
1339,11
1365,9
1395,7
1397,19
1470,5
1478,46
1489,5
1509,37
1641,34
1662,10
1671,2
1677,23
1716,7
1731,14
1735,5
1783,27
1787,18
1820,36
1827,21
1845,20
1846,10
1876,35
1891,45
1977,70
1983,50
1998,11
2002,45
2004,14
2050,12
2079,48
2117,6
2118,15
2123,3
2160,11
2181,31
2182,23
2257,13
2263,86
2299,14
2491,14
2517,7
2543,3
2551,30
2557,3
2582,6
2584,14
2647,22
2705,12
2797,2
2803,18
2817,10
2827,5
2835,2
2938,10
2940,2
2961,34
2972,21
2983,12
2997,36
3005,35
3028,39
3029,6
3045,5
3047,9
3048,13
3050,24
3053,8
3070,24
3080,1
3145,4
3158,4
3248,1
3268,4
3338,4
3416,30
3428,22
3442,2
3445,2
3449,2
3467,3
3476,119
3550,76
3574,4
3600,7
3620,5
3630,25
3633,11
3658,16
3660,32
3670,24
3766,9
3782,6
3804,5
3814,7
3831,57
3833,12
3898,6
3903,7
3915,23
3937,48
3957,12
3998,41
4010,5
4013,2
4076,32
4099,19
4103,18
4117,15
4151,3
4152,41
4155,77
4209,39
4232,19
4286,37
4302,28
4321,6
4336,6
4351,3
4356,34
4440,6
4477,2
4601,20
4636,2
4668,4
4680,8
4693,9
4707,6
4709,8
4724,43
4747,42
4763,31
4800,49
4811,24
4826,3
4832,13
4837,5
4857,11
4916,28
4919,11
4939,4
4976,28
5000,38
5008,11
5015,9
5029,9
5042,10
5055,10
5092,92
5098,5
5106,12
5127,37
5128,20
5129,47
5165,28
5173,2
5211,44
5223,23
5236,23
5238,6
5264,18
5292,78
5316,23
5333,10
5356,45
5412,3
5413,22
5429,31
5435,56
5440,20
5443,12
5507,10
5511,52
5527,37
5600,63
5636,18
5645,6
5650,11
5653,19
5686,106
5711,52
5717,115
5720,67
5721,43
5729,5
5732,4
5740,4
5778,11
5828,9
5873,31
5878,109
5889,14
5967,3
5996,10
5998,29
6014,13
6015,61
6017,3
6100,8
6123,5
6156,114
6164,28
6167,27
6171,7
6242,13
6251,20
6279,59
6319,11
6357,9
6431,46
6505,6
6514,4
6541,7
6591,11
6616,37
6668,12
6769,14
6818,10
6891,23
6895,30
6903,1
6917,52
6941,7
6948,3
6953,4
6954,3
6993,29
7035,20
7042,21
7092,3
7139,10
7166,5
7167,44
7172,3
7178,42
7259,12
7274,3
7357,5
7373,6
7374,18
7538,49
7549,6
7570,2
7571,6
7584,3
7586,7
7627,1
7763,17
7802,10
7803,13
7809,4
7866,10
7867,42
7881,12
7918,14
7984,21
8019,13
8036,13
8195,20
8208,32
8209,3
8214,1
8233,11
8293,6
8317,34
8342,10
8394,19
8409,40
8416,6
8445,106
8449,36
8490,6
8495,11
8536,104
8569,42
8605,4
8609,3
8613,6
8623,11
8631,16
8645,3
8659,6
8665,81
8666,51
8683,62
8689,15
8738,20
8774,10
8775,36
8796,10
8807,4
8823,1
8870,16
8886,34
8893,17
8908,6
8935,16
8939,47
8994,30
8999,4
9014,31
9022,5
9040,65
9084,1
9092,93
9098,14
9099,84
9127,3
9130,5
9134,15
9139,29
9140,63
9158,16
9173,9
9183,40
9196,3
9201,11
9203,34
9221,69
9230,41
9255,49
9262,15
9270,18
9314,21
9341,36
9356,2
9364,2
9371,15
9444,62
9445,10
9446,14
9450,2
9452,4
9454,34
9455,11
9475,33
9514,2
9519,28
9527,25
9546,11
9547,7
9567,16
9570,14
9576,3
9649,5
9690,34
9702,18
9722,21
9764,7
9776,20
9787,15
9801,38
9825,26
9839,32
9915,12
9939,89
9957,2
9976,1
9997,33
10043,30
10049,59
10067,40
10069,14
10072,22
10078,16
10081,15
10098,2
10110,19
10123,3
10140,50
10146,122
10201,3
10209,9
10218,3
10235,10
10237,2
10242,2
10245,9
10261,1
10293,36
10295,15
10298,56
10325,23
10328,12
10330,8
10344,3
10352,3
10362,28
10367,8
10368,2
10369,12
10402,1
10423,22
10428,9
10438,19
10439,4
10455,13
10464,32
10476,23
10531,12
10533,46
10551,20
10562,5
10573,36
10578,2
10589,34
10620,16
10623,26
10626,13
10635,10
10636,20
10645,40
10653,8
10659,9
10671,10
10673,8
10682,12
10686,3
10714,22
10742,7
10744,2
10767,20
10769,29
10776,4
10801,54
10807,36
10809,5
10814,6
10827,4
10842,1
10866,1
10880,1
10881,5
10890,39
10912,59
10929,15
10943,11
10963,116
10966,7
10978,16
10979,44
11004,50
11066,8
11068,3
11076,12
11083,33
11091,146
11127,36
11129,13
11130,67
11137,31
11143,62
11152,13
11157,23
11190,22
11201,21
11218,69
11222,38
11228,34
11266,12
11269,28
11278,6
11309,1
11313,7
11317,1
11325,37
11326,3
11333,10
11336,21
22818,24
22821,9
22822,16
22858,22
22882,16
22891,4
22902,3
22932,4
22950,20
23016,35
23047,28
23057,1
23059,8
23061,12
23062,41
23095,38
23111,35
23119,14
23126,37
23133,53
23151,3
23168,30
23179,4
23184,13
23194,7
23205,2
23213,2
23235,35
23259,4
23313,9
23381,16
23471,19
23474,11
23533,9
23566,2
23580,14
23583,7
23594,25
23595,29
23604,12
23612,98
23617,10
23621,28
23630,1
23648,20
23678,14
23682,10
23708,20
23743,1
23759,17
24137,19
24142,2
25764,20
25780,11
25824,39
25825,6
25827,20
25855,51
25873,89
25875,8
25911,9
25926,15
25939,56
25949,6
25953,10
25979,14
25981,1
26017,5
26025,1
26040,16
26063,9
26070,1
26071,6
26088,45
26097,38
26225,8
26227,86
26258,41
26276,26
26286,14
26330,4
26502,15
26503,2
26508,19
26659,1
26692,1
27042,10
27044,75
27072,26
27079,17
27095,22
27129,11
27145,5
27163,2
27201,1
27230,16
27231,6
27238,30
27242,9
27245,8
27296,1
27301,17
27330,39
27343,25
27346,3
27430,33
28951,14
28970,5
28971,5
28981,13
28986,19
28987,15
28989,13
29080,19
29083,3
29765,5
29767,9
29883,35
29889,20
29903,15
29920,21
29935,10
29979,203
29995,8
30061,5
49861,1
50619,16
50809,60
50863,10
50945,5
51001,11
51004,7
51010,28
51018,18
51031,10
51078,5
51101,10
51105,13
51122,16
51123,7
51181,9
51195,2
51202,35
51204,8
51218,4
51239,6
51247,12
51250,5
51256,19
51264,7
51265,23
51272,12
51289,3
51300,47
51314,1
51318,5
51322,27
51334,6
51372,3
51374,4
51399,16
51406,18
51441,33
51444,18
51473,4
51491,15
51501,5
51503,25
51533,15
51534,31
51535,32
51538,16
51545,40
51550,11
51566,18
51574,39
51601,3
51616,23
51639,68
51642,16
51652,26
51693,25
51699,49
51759,15
51760,19
53343,4
53349,5
53353,9
54014,13
54097,2
54103,1
54361,8
54407,22
54440,5
54457,6
54463,3
54478,11
54487,38
54494,4
54495,11
54575,1
54707,1
54734,13
54765,8
54801,45
54814,16
54830,5
54870,27
54872,4
54884,3
54897,12
54934,8
54946,6
54959,3
54960,8
54962,9
54981,3
54985,3
54995,2
55026,1
55036,3
55054,51
55082,19
55090,76
55094,31
55132,10
55138,34
55139,9
55144,2
55156,6
55159,39
55163,5
55166,29
55168,9
55172,4
55178,28
55208,14
55213,17
55215,47
55227,15
55228,6
55233,55
55252,10
55268,3
55303,1
55319,14
55323,4
55332,2
55340,6
55345,3
55346,5
55347,8
55361,13
55388,42
55421,11
55510,2
55596,42
55599,8
55617,3
55625,4
55655,23
55679,14
55697,55
55701,6
55705,44
55737,69
55757,11
55758,39
55768,17
55778,4
55784,3
55798,4
55801,3
55803,8
55810,74
55812,2
55815,4
55841,8
55852,4
55862,5
55863,12
55907,7
55915,10
55916,18
55924,2
56097,1
56269,1
56342,17
56521,3
56676,7
56681,14
56683,11
56829,37
56853,2
56894,3
56899,12
56905,7
56931,20
56941,6
56943,16
56986,1
56987,11
57002,25
57018,8
57035,7
57110,1
57117,17
57118,29
57179,7
57182,6
57379,32
57404,1
57456,6
57471,3
57486,14
57489,10
57593,5
57595,3
57596,29
57645,6
57658,26
57669,11
57678,3
57687,3
57696,6
57697,35
57704,9
57708,12
57763,12
57820,11
57862,19
58493,9
59307,13
59343,31
59353,1
60343,8
60370,9
60489,11
60682,10
60686,4
63904,4
63915,14
63932,9
63935,12
63943,51
64097,3
64135,24
64168,1
64333,9
64393,14
64407,7
64417,1
64419,5
64428,6
64506,6
64577,2
64591,3
64708,38
64754,29
64760,3
64763,3
64770,40
64771,9
64795,11
64798,18
64799,1
64802,14
64837,54
64853,8
64951,4
64968,18
64981,4
65003,49
65008,59
65110,28
65117,17
65123,55
65244,10
65982,9
65989,4
65992,13
65997,6
66005,4
78990,40
78994,10
79002,13
79012,7
79017,10
79039,29
79048,6
79066,4
79074,6
79077,27
79140,3
79149,9
79155,25
79158,12
79159,12
79165,40
79169,7
79171,21
79173,29
79175,2
79180,22
79364,17
79411,2
79443,35
79447,16
79568,9
79590,35
79618,63
79629,4
79632,12
79637,24
79639,2
79640,3
79656,20
79657,76
79661,4
79666,63
79670,15
79672,5
79692,2
79695,15
79706,7
79711,45
79712,1
79733,7
79739,4
79745,27
79762,1
79763,6
79777,1
79800,2
79805,2
79828,2
79837,9
79847,4
79858,12
79864,4
79886,9
79887,4
79912,8
79969,3
79977,3
79980,33
79982,4
79991,31
80007,10
80017,2
80018,7
80071,3
80111,1
80125,91
80152,17
80196,20
80207,4
80210,9
80256,10
80262,8
80301,3
80319,4
80333,8
80345,3
80347,16
80724,2
80763,1
80764,39
80777,12
80820,2
80823,5
80896,4
81035,2
81627,18
81876,29
83442,7
83448,7
83451,2
83461,16
83478,5
83595,4
83608,8
83636,2
83657,3
83706,27
83707,3
83719,8
83732,21
83786,8
83853,4
83861,7
83873,1
83888,1
83931,18
83941,3
83983,21
84057,4
84077,1
84081,15
84105,36
84129,10
84154,24
84190,1
84193,8
84196,14
84261,6
84286,2
84290,2
84293,2
84294,21
84298,5
84303,14
84305,62
84309,20
84310,22
84317,14
84320,5
84522,9
84542,2
84570,5
84612,63
84632,10
84654,4
84681,4
84693,3
84701,4
84706,5
84720,3
84722,9
84726,25
84727,11
84735,4
84812,6
84832,18
84851,9
84864,8
84868,18
84932,13
84934,3
84947,2
84950,28
84969,4
85300,3
85417,2
85458,16
85480,7
89882,9
89953,47
90070,9
90203,3
90326,4
90381,5
90390,36
90411,9
90441,29
90480,37
90624,3
90843,4
90871,2
91010,4
91050,3
91107,16
91133,2
91272,3
91445,54
91574,3
91612,4
91775,1
91894,2
92092,12
92170,6
92344,16
92346,2
92399,15
92597,34
92703,2
92856,4
93323,40
93408,1
93627,3
94101,7
94103,7
94274,25
112495,9
112812,4
112840,7
112950,56
113201,3
113251,19
114792,12
114793,7
115123,8
115353,6
116224,8
116985,26
116987,8
117157,22
117245,4
118427,5
118813,9
121457,25
121536,18
121599,1
122651,2
122704,26
123263,1
123920,9
124404,11
124411,2
124599,2
126248,3
126282,6
126308,7
126789,5
127396,1
127428,4
127540,3
127602,3
127733,5
127795,1
128061,4
128637,6
130535,5
130916,5
131118,10
131601,5
131965,6
132228,3
132299,6
132851,4
133690,1
134637,2
135114,2
135138,19
135644,6
135656,1
136895,2
137492,12
137994,2
138065,8
138199,3
139067,2
139105,2
139135,2
140290,9
140576,32
140597,14
140691,28
140699,1
140730,4
140732,2
140902,1
142940,9
143884,29
145645,1
146225,2
146310,3
146691,22
146705,19
146722,4
146852,1
146956,18
147685,1
147841,31
148252,2
148281,14
148932,12
149563,1
150209,2
150383,3
151188,2
151647,2
151649,1
152877,1
153769,32
158038,1
158399,11
158511,3
158584,1
159686,6
160492,1
160777,2
161247,1
161514,1
161835,3
162333,6
163778,1
165100,2
165631,3
166336,4
168090,1
169611,2
170062,2
170082,37
170261,10
192286,1
199221,5
200172,1
200185,11
200424,13
200523,6
200765,3
203228,10
203260,4
203286,5
203328,1
207063,3
219333,22
219541,122
219833,1
219983,2
219988,19
220004,3
220136,10
221150,33
221711,1
221786,5
221960,4
222166,4
222171,2
246330,12
254268,2
254295,2
254827,7
254887,2
255119,2
255394,1
255762,1
257169,2
257415,6
257629,3
260429,1
261726,17
282991,22
283229,3
283337,8
283349,27
283748,1
284076,4
284273,6
284312,39
284366,11
284680,3
284802,2
285172,3
285203,4
285282,16
285313,1
285600,2
286006,3
286257,5
286343,1
317772,13
338094,1
338382,4
338692,9
339122,4
339184,1
339416,2
339448,10
339512,1
339976,4
341032,2
342527,1
343035,4
346606,1
347273,2
347862,5
348487,9
374403,7
374659,11
374666,3
375260,3
375341,6
375790,11
378708,29
389119,2
400120,1
400569,27
401505,2
404203,1
404220,3
405754,1
414918,5
440193,9
445347,1
474344,2
493753,3
493856,11
494143,5
541472,1
554223,1
554236,1
653145,9
653784,16
728194,1
100131816,12
93100,13
2057,48
3486,40
5265,43
5744,8
5858,6
6406,14
6407,14
6590,12
533,4
637,63
889,13
961,18
7318,9
8557,31
8741,14
8795,35
8930,19
9577,43
9994,21
10114,32
23017,2
55183,152
116519,6
393,6
784,4
785,10
4316,17
7006,48
8190,3
8771,6
8997,21
9644,14
9732,11
9901,16
11252,38
23048,33
23380,30
27134,7
29763,55
29993,38
51168,5
51429,41
55660,161
55971,25
57522,12
58538,2
64092,12
112574,14
150221,1
257364,12
285590,11
346389,1
357,7
358,47
3884,22
10253,112
11007,137
22807,21
26575,19
30008,57
54507,103
54793,34
55118,3
64651,7
64753,62
79734,21
83899,57
158405,14
285622,5
339834,32
359,4
360,3
361,7
26985,39
362,9
2745,10
7472,10
364,1
160728,1
366,2
89885,53
547,12
640,51
898,78
902,50
994,45
1329,28
1644,3
1958,44
1999,51
2068,36
2241,33
2242,44
2625,58
2626,32
2966,15
2967,13
3172,84
3316,24
3572,42
3727,61
4068,36
4145,24
4862,17
5336,68
5452,21
5702,122
6041,7
6049,5
6239,14
6478,64
6736,9
6996,42
7041,43
7110,17
7145,16
7181,30
7182,48
7266,76
7410,77
7832,22
8405,37
8431,68
8991,29
9047,39
9100,44
9325,47
9682,40
9733,70
9810,52
10044,14
10106,6
10401,55
10474,51
10765,68
10865,22
10957,20
11188,17
23028,303
23132,20
23195,28
23258,7
23426,53
23598,12
23780,13
24148,91
24149,15
25803,3
26036,27
26228,14
27033,17
27043,63
29760,40
29893,23
51341,31
55062,12
55128,6
55269,34
55629,29
55693,5
55733,3
55818,17
56254,67
56937,5
57178,9
57680,39
57786,5
64324,13
64800,4
83637,24
83844,4
84458,12
84941,13
84951,11
116931,4
221037,17
338322,7
399694,6
5045,42
51084,3
1373,32
2202,21
4291,69
5605,36
5954,56
5955,63
6002,23
6237,28
6576,39
6635,67
7016,16
8531,29
8533,74
8813,26
9524,30
9552,6
10691,17
22933,108
59349,52
79751,27
84617,64
84833,25
84955,32
94104,30
147746,52
256281,11
1314,76
9276,57
10972,55
11316,32
22820,61
22908,13
26958,30
51226,3
93436,50
1039,41
1794,30
2272,12
3198,89
3215,8
5252,32
7681,56
8502,28
8859,9
9513,117
9586,64
9929,23
10024,22
11074,19
11144,14
22888,20
26086,20
27005,68
27247,10
29994,11
50650,8
51073,33
51324,41
54540,12
54906,28
55246,4
55633,22
55658,36
56006,15
56852,59
57542,16
57639,35
57674,18
58500,46
58524,26
64396,21
79446,6
79696,24
83640,20
84311,28
84675,60
84985,5
91647,23
115106,98
116349,5
117854,6
118812,15
148581,67
154865,20
166979,12
170954,51
255167,2
286499,8
287015,64
644903,3
729603,1
4318,43
6273,18
6276,3
56893,183
116143,25
377,18
1131,11
5898,68
8398,2
8546,30
8925,18
8943,27
9043,36
10239,8
10945,15
23163,37
27236,23
84273,22
84725,9
113277,1
378,26
9727,16
27111,44
127247,21
2058,101
5589,34
8926,12
23204,46
27436,10
29058,7
79839,55
245812,3
527,14
528,50
2618,47
2665,40
2730,17
2744,20
4144,31
4218,52
4735,78
5202,62
5214,52
5357,8
5662,11
5861,80
6396,51
6627,106
6727,77
8565,29
8634,30
8761,75
9520,48
9521,41
10592,62
10640,43
10726,139
23065,21
23193,82
23478,16
23550,4
23637,28
25782,23
25980,11
26056,26
26269,6
51138,80
51504,43
54919,28
55920,35
56926,12
57510,66
64398,29
79624,7
81890,10
83481,50
84440,11
85377,24
163051,3
