白术,丹参,甘草,没药,猪苓,山茱萸,枸杞子,仙茅,皂荚子,三七,冬瓜皮,1.341104442
旋覆花,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.427357043
天山雪莲,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.484697992
草果,甘草,猪苓,柴胡,没药,南瓜子,桑白皮,橘核,夏枯草,淫羊藿,芥子,1.356778282
青果,甘草,猪苓,柴胡,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,冬瓜皮,1.4131166530000001
海金沙,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.4569475060000001
茵陈,甘草,枸杞子,猪苓,仙茅,皂荚子,三七,冬瓜皮,钩藤,南瓜子,橘核,1.3741752440000004
罗布麻叶,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.4473877800000001
威灵仙,甘草,猪苓,柴胡,没药,南瓜子,仙茅,橘核,夏枯草,皂荚子,楮实子,1.513626992
马齿苋,甘草,柴胡,没药,猪苓,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.44433073
芦荟,甘草,柴胡,猪苓,延胡索,南瓜子,橘核,夏枯草,皂角刺,余甘子,皂荚子,1.2755093900000003
木贼,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.445296541
川牛膝,甘草,猪苓,柴胡,延胡索,南瓜子,冬瓜皮,夏枯草,橘核,皂角刺,淫羊藿,1.312355272
荆芥穗,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.431213364
